100000 10000 100 
0 0.01
1 10000 400
0 0.01
1 10000 100
0 0.03
start: 23.11.03 20:09:27 
Gain1:10
Gain2:20
Gain3:
Gain4:10
PID/P:+5E+0
PID/I:+1E+3
OvenT: 83
Calibration: XI390@85K, 1.17, 1.8
Toffset: 0
Toffset: 0
Time	 Diff Temp	 Ref Temp	 SRc	 SRh	 RRc	 RRh	 U_PID_Out	 Utotal	DiffTempInK	RefHR	AVTempInK	PowerDiff	SampleTemp	SampleHR	Cp
5.5418E-2	1.30406219E-1	4.32974183E+0	9.20174279E-1	9.19339117E-1	9.22651166E-1	9.21592522E-1	1.93070898E+0	1.9196589E+0	3.07758387E-1	-9.8129766E+3	3.46358915E+2	-5.0583167E-3	3.46666673E+2	-9.73386167E+3	-1.04052606E-1
5.5429E-2	1.2940692E-1	4.32724294E+0	9.19549559E-1	9.18401975E-1	9.21714501E-1	9.20342529E-1	1.9278961E+0	1.91684604E+0	3.05461882E-1	-9.86839433E+3	3.46240925E+2	-5.77346853E-3	3.46546387E+2	-1.09351683E+4	-1.02999633E-1
5.544E-2	1.30656044E-1	4.32474404E+0	9.1798776E-1	9.17152451E-1	9.20465615E-1	9.18780036E-1	1.92539577E+0	1.91434573E+0	3.08471489E-1	-9.92392343E+3	3.46122911E+2	-4.7974345E-3	3.46431382E+2	-1.04549463E+4	-1.03975667E-1
5.5451E-2	1.30156394E-1	4.32286987E+0	9.1830012E-1	9.17152451E-1	9.20465615E-1	9.19092535E-1	1.92570831E+0	1.91465827E+0	3.0733839E-1	-9.92576578E+3	3.46034385E+2	-5.1457329E-3	3.46341723E+2	-8.15083217E+3	-1.03291355E-1
5.5462E-2	1.28719902E-1	4.32005862E+0	9.19237199E-1	9.17777213E-1	9.21402279E-1	9.19717532E-1	1.92758356E+0	1.91715858E+0	3.04015906E-1	-1.01422394E+4	3.4590157E+2	-6.18417723E-3	3.46205586E+2	-1.2376051E+4	-1.0225291E-1
5.5473E-2	1.29125867E-1	4.31818445E+0	9.1798776E-1	9.1652769E-1	9.1952895E-1	9.18467538E-1	1.92445814E+0	1.91372065E+0	3.05020406E-1	-1.00367484E+4	3.45813011E+2	-5.85149496E-3	3.46118032E+2	-7.95953536E+3	-1.02585593E-1
5.5484E-2	1.31749027E-1	4.31537319E+0	9.1580124E-1	9.14341024E-1	9.1765562E-1	9.16280049E-1	1.91914493E+0	1.90809493E+0	3.11285504E-1	-1.0146049E+4	3.45680147E+2	-3.84003155E-3	3.45991433E+2	-1.15090007E+4	-1.04262859E-1
5.5495E-2	1.32529729E-1	4.31318666E+0	9.15488881E-1	9.14653404E-1	9.1765562E-1	9.16592547E-1	1.91977001E+0	1.90934509E+0	3.13184643E-1	-1.00942575E+4	3.45576787E+2	-3.22228274E-3	3.45889972E+2	-9.2236709E+3	-1.04880608E-1
5.5506E-2	1.31624115E-1	4.31068777E+0	9.1705068E-1	9.16215309E-1	9.1952895E-1	9.18467538E-1	1.92570831E+0	1.91403319E+0	3.11107649E-1	-1.01498537E+4	3.4545864E+2	-3.86605892E-3	3.45769748E+2	-1.09294933E+4	-1.04236832E-1
5.5517E-2	1.33154291E-1	4.3088136E+0	9.176754E-1	9.1652769E-1	9.1952895E-1	9.18467538E-1	1.92539577E+0	1.91403319E+0	3.14770879E-1	-1.00443872E+4	3.45370014E+2	-2.69081298E-3	3.45684785E+2	-7.72390364E+3	-1.05079708E-1
5.5528E-2	1.33404116E-1	4.30600234E+0	9.1580124E-1	9.14653404E-1	9.1765562E-1	9.16280049E-1	1.92070764E+0	1.90934509E+0	3.15432662E-1	-1.02074409E+4	3.4523705E+2	-2.46320319E-3	3.45552482E+2	-1.20275046E+4	-1.05307318E-1
5.5539E-2	1.32654642E-1	4.30381581E+0	9.15488881E-1	9.13716262E-1	9.17031177E-1	9.1596755E-1	1.91945747E+0	1.90809493E+0	3.1371624E-1	-1.01019361E+4	3.45133612E+2	-2.99397243E-3	3.45447328E+2	-9.5594494E+3	-1.04776548E-1
5.555E-2	1.31280606E-1	4.30131692E+0	9.15488881E-1	9.14028643E-1	9.1765562E-1	9.1596755E-1	1.92102018E+0	1.90997017E+0	3.10530129E-1	-1.01037877E+4	3.45015375E+2	-3.98813633E-3	3.45325906E+2	-1.10384309E+4	-1.03451852E-1
5.5561E-2	1.30687272E-1	4.29913039E+0	9.15488881E-1	9.14341024E-1	9.17967842E-1	9.16905046E-1	1.9219578E+0	1.91059525E+0	3.09181503E-1	-9.99814308E+3	3.44911899E+2	-4.40116408E-3	3.4522108E+2	-9.52956492E+3	-1.03038825E-1
5.5572E-2	1.31811483E-1	4.29663149E+0	9.14864161E-1	9.13716262E-1	9.17031177E-1	9.1596755E-1	1.92008255E+0	1.90840747E+0	3.11903295E-1	-1.00538065E+4	3.44793618E+2	-3.52260926E-3	3.45105521E+2	-1.050541E+4	-1.03588695E-1
5.5583E-2	1.34340959E-1	4.29444496E+0	9.12990001E-1	9.11841977E-1	9.15157848E-1	9.1409256E-1	1.91539442E+0	1.90434445E+0	3.17943188E-1	-9.89440578E+3	3.44690102E+2	-1.59669998E-3	3.45008045E+2	-8.86143701E+3	-1.05514604E-1
5.5594E-2	1.33903766E-1	4.29225843E+0	9.12990001E-1	9.11841977E-1	9.15157848E-1	9.13780061E-1	1.91570696E+0	1.90403191E+0	3.16964672E-1	-1.00039231E+4	3.44586568E+2	-1.89304577E-3	3.44903533E+2	-9.5011349E+3	-1.05218259E-1
5.5605E-2	1.334978E-1	4.2900719E+0	9.14239441E-1	9.130915E-1	9.17031177E-1	9.1596755E-1	1.92102018E+0	1.90934509E+0	3.16059732E-1	-1.00596195E+4	3.44483016E+2	-2.16585657E-3	3.44799075E+2	-9.49610768E+3	-1.04618621E-1
5.5616E-2	1.34216047E-1	4.28726064E+0	9.13302361E-1	9.12154358E-1	9.16094512E-1	9.14717556E-1	1.9182073E+0	1.90621969E+0	3.17831867E-1	-1.01690751E+4	3.4434985E+2	-1.58842865E-3	3.44667682E+2	-1.19448489E+4	-1.05196049E-1
5.5627E-2	1.34372187E-1	4.28538647E+0	9.12677642E-1	9.10592453E-1	9.14533404E-1	9.12842566E-1	1.91414425E+0	1.9030943E+0	3.18249685E-1	-1.01171747E+4	3.44261056E+2	-1.44510389E-3	3.44579306E+2	-8.03417885E+3	-1.05339374E-1
5.5638E-2	1.35621311E-1	4.28226285E+0	9.12365282E-1	9.10904834E-1	9.15157848E-1	9.13467563E-1	1.91570696E+0	1.90403191E+0	3.21288399E-1	-1.0280544E+4	3.44113037E+2	-4.66995941E-4	3.44434325E+2	-1.31800746E+4	-1.05992523E-1
5.5649E-2	1.3465324E-1	4.28038868E+0	9.12990001E-1	9.11529596E-1	9.15470069E-1	9.14405058E-1	1.91758222E+0	1.90559461E+0	3.19043978E-1	-1.00132032E+4	3.44024207E+2	-1.1643373E-3	3.44343251E+2	-8.27946243E+3	-1.05295182E-1
5.566E-2	1.33747625E-1	4.27820215E+0	9.12365282E-1	9.11217215E-1	9.14533404E-1	9.13155064E-1	1.91601951E+0	1.90465699E+0	3.16954848E-1	-9.96127609E+3	3.43920555E+2	-1.81028987E-3	3.4423751E+2	-9.61279658E+3	-1.0464923E-1
5.5671E-2	1.34965521E-1	4.27570326E+0	9.11115842E-1	9.09967692E-1	9.13284518E-1	9.12217569E-1	1.91195646E+0	1.90121906E+0	3.19904881E-1	-9.90934049E+3	3.43802074E+2	-8.64989949E-4	3.44121979E+2	-1.05028574E+4	-1.05271449E-1
5.5682E-2	1.34465871E-1	4.27320437E+0	9.08616963E-1	9.08093406E-1	9.11098967E-1	9.10342578E-1	1.90914358E+0	1.89746858E+0	3.18785352E-1	-9.91120482E+3	3.43683569E+2	-1.20298309E-3	3.44002354E+2	-1.08749965E+4	-1.04933456E-1
5.5693E-2	1.32373589E-1	4.27164256E+0	9.10803482E-1	9.09655311E-1	9.13284518E-1	9.1190507E-1	1.91445679E+0	1.90215668E+0	3.13866073E-1	-9.85935331E+3	3.43609491E+2	-2.74328037E-3	3.43923357E+2	-7.18157751E+3	-1.03071967E-1
5.5704E-2	1.33810081E-1	4.2688313E+0	9.11428202E-1	9.10280072E-1	9.13908961E-1	9.12842566E-1	1.91601951E+0	1.90403191E+0	3.17343396E-1	-1.00766392E+4	3.43476126E+2	-1.63079393E-3	3.4379347E+2	-1.18078935E+4	-1.04184453E-1
5.5715E-2	1.37026575E-1	4.26664477E+0	9.09554043E-1	9.07781026E-1	9.11411188E-1	9.10342578E-1	1.91008121E+0	1.89871874E+0	3.25027067E-1	-9.97062698E+3	3.43372378E+2	8.00148293E-4	3.43697405E+2	-8.7331825E+3	-1.06615396E-1
5.5726E-2	1.37557453E-1	4.26414588E+0	9.09554043E-1	9.08405787E-1	9.1172341E-1	9.10342578E-1	1.90945612E+0	1.8984062E+0	3.26352038E-1	-1.00803997E+4	3.43253785E+2	1.23067918E-3	3.43580137E+2	-1.06606789E+4	-1.06726633E-1
5.5737E-2	1.38275699E-1	4.26133462E+0	9.09554043E-1	9.08718168E-1	9.12035632E-1	9.10967575E-1	1.91164392E+0	1.89934382E+0	3.2813036E-1	-1.00283082E+4	3.4312034E+2	1.80492875E-3	3.4344847E+2	-1.19697184E+4	-1.07300883E-1
5.5748E-2	1.3712026E-1	4.25977281E+0	9.10491122E-1	9.09030549E-1	9.12972296E-1	9.1190507E-1	1.91320663E+0	1.90090652E+0	3.25430463E-1	-9.81439088E+3	3.43046191E+2	9.65081372E-4	3.43371621E+2	-6.98629859E+3	-1.06461035E-1
5.5759E-2	1.36433242E-1	4.25789864E+0	9.08304603E-1	9.07156264E-1	9.10474524E-1	9.09092584E-1	1.90789341E+0	1.89715604E+0	3.23849633E-1	-9.76238339E+3	3.42957199E+2	4.78978286E-4	3.43281049E+2	-8.23386384E+3	-1.05657548E-1
5.577E-2	1.36807979E-1	4.25446267E+0	9.07055164E-1	9.0590674E-1	9.08913416E-1	9.0784259E-1	1.90445545E+0	1.89278048E+0	3.24829462E-1	-9.92602418E+3	3.42794012E+2	8.0583888E-4	3.43118842E+2	-1.47460674E+4	-1.05984408E-1
5.5781E-2	1.37245172E-1	4.25290086E+0	9.07992243E-1	9.06843883E-1	9.11098967E-1	9.09405083E-1	1.91008121E+0	1.89778112E+0	3.25908545E-1	-9.71208936E+3	3.42719822E+2	1.15303933E-3	3.4304573E+2	-6.64651692E+3	-1.06331609E-1
5.5792E-2	1.37463769E-1	4.25071432E+0	9.08616963E-1	9.07156264E-1	9.11098967E-1	9.09717581E-1	1.91008121E+0	1.8984062E+0	3.26485462E-1	-9.82188626E+3	3.42615939E+2	1.34594319E-3	3.42942424E+2	-9.39145251E+3	-1.06209047E-1
5.5803E-2	1.38463068E-1	4.24821543E+0	9.06430444E-1	9.05281979E-1	9.08601194E-1	9.0784259E-1	1.90414291E+0	1.89278048E+0	3.28924969E-1	-1.00395474E+4	3.42497193E+2	2.12409535E-3	3.42826118E+2	-1.05733099E+4	-1.06987199E-1
5.5814E-2	1.39243771E-1	4.2460289E+0	9.06118084E-1	9.05281979E-1	9.08913416E-1	9.07530092E-1	1.90476799E+0	1.89278048E+0	3.30837826E-1	-9.98739327E+3	3.4239327E+2	2.73481084E-3	3.42724108E+2	-9.27360107E+3	-1.07597914E-1
5.5825E-2	1.39993245E-1	4.24353001E+0	9.06430444E-1	9.06219121E-1	9.09537859E-1	9.08155089E-1	1.90758087E+0	1.8952808E+0	3.32685629E-1	-1.00434174E+4	3.42274479E+2	3.32616432E-3	3.42607165E+2	-1.06312151E+4	-1.07875731E-1
5.5836E-2	1.37900962E-1	4.24103111E+0	9.07367523E-1	9.06531502E-1	9.09537859E-1	9.08467587E-1	1.90789341E+0	1.89590588E+0	3.27781456E-1	-1.0099149E+4	3.42155664E+2	1.80425446E-3	3.42483445E+2	-1.12472271E+4	-1.06353821E-1
5.5847E-2	1.39181314E-1	4.23884458E+0	9.06118084E-1	9.04344836E-1	9.07664529E-1	9.06280098E-1	1.90320528E+0	1.89184286E+0	3.30882772E-1	-1.01551975E+4	3.42051681E+2	2.78591911E-3	3.42382563E+2	-9.1710837E+3	-1.07023888E-1
5.5858E-2	1.39556051E-1	4.23697041E+0	9.04243925E-1	9.03095313E-1	9.057912E-1	9.05030104E-1	1.89851715E+0	1.88777985E+0	3.31824018E-1	-1.01571817E+4	3.41962537E+2	3.08982882E-3	3.42294361E+2	-8.01836181E+3	-1.07327798E-1
5.5869E-2	1.38962718E-1	4.23384679E+0	9.05805724E-1	9.04657217E-1	9.08601194E-1	9.06592597E-1	1.90508053E+0	1.89340556E+0	3.30497695E-1	-1.03212092E+4	3.41813935E+2	2.69135773E-3	3.42144433E+2	-1.36298739E+4	-1.06929327E-1
5.588E-2	1.39556051E-1	4.23228499E+0	9.05805724E-1	9.04344836E-1	9.08601194E-1	9.0784259E-1	1.9063307E+0	1.89340556E+0	3.31950663E-1	-1.01069216E+4	3.4173962E+2	3.1532071E-3	3.4207157E+2	-6.62385124E+3	-1.07081528E-1
5.5891E-2	1.4171079E-1	4.22884901E+0	9.03931565E-1	9.02470551E-1	9.06415643E-1	9.05342603E-1	1.90070494E+0	1.88871747E+0	3.37168885E-1	-1.02169092E+4	3.41576093E+2	4.79907236E-3	3.41913262E+2	-1.43917107E+4	-1.08727394E-1
5.5902E-2	1.42085528E-1	4.22697484E+0	9.03306845E-1	9.0215817E-1	9.057912E-1	9.04717606E-1	1.89914223E+0	1.88715477E+0	3.3811189E-1	-9.94842208E+3	3.41486877E+2	5.10206177E-3	3.41824989E+2	-8.0248072E+3	-1.09030383E-1
5.5913E-2	1.41211141E-1	4.22478831E+0	9.03619205E-1	9.02782932E-1	9.07040086E-1	9.05342603E-1	1.90195511E+0	1.88934255E+0	3.36091695E-1	-9.89628592E+3	3.41382774E+2	4.48239665E-3	3.41718866E+2	-9.64751239E+3	-1.08103029E-1
5.5924E-2	1.42647633E-1	4.22291414E+0	9.04243925E-1	9.03407694E-1	9.07040086E-1	9.059676E-1	1.9025802E+0	1.88996763E+0	3.39561562E-1	-9.73597574E+3	3.41293529E+2	5.57277391E-3	3.41633091E+2	-7.79778041E+3	-1.09193406E-1
5.5935E-2	1.42304124E-1	4.22041524E+0	9.02994485E-1	9.01533408E-1	9.05166757E-1	9.04092609E-1	1.89851715E+0	1.88652969E+0	3.38813194E-1	-9.9542392E+3	3.41174514E+2	5.35106877E-3	3.41513327E+2	-1.08875953E+4	-1.08971701E-1
5.5946E-2	1.43834301E-1	4.21822871E+0	9.01745045E-1	9.00596266E-1	9.04542314E-1	9.03155114E-1	1.89695444E+0	1.88465445E+0	3.42516477E-1	-9.9020772E+3	3.41070356E+2	6.51405634E-3	3.41412872E+2	-9.13226617E+3	-1.0982897E-1
5.5957E-2	1.43022371E-1	4.21541746E+0	9.02682125E-1	9.01533408E-1	9.057912E-1	9.04092609E-1	1.89945478E+0	1.88777985E+0	3.40661782E-1	-1.006616E+4	3.40936411E+2	5.94928284E-3	3.41277072E+2	-1.2345431E+4	-1.09264196E-1
5.5968E-2	1.42085528E-1	4.21354329E+0	9.02682125E-1	9.01221028E-1	9.05166757E-1	9.04405107E-1	1.89851715E+0	1.88684223E+0	3.38482814E-1	-1.0013876E+4	3.40847097E+2	5.27997058E-3	3.4118558E+2	-8.31752417E+3	-1.08291145E-1
5.5979E-2	1.44615004E-1	4.21073203E+0	9.01432686E-1	8.99659123E-1	9.04230092E-1	9.02530117E-1	1.89570427E+0	1.88246667E+0	3.44586044E-1	-1.02324132E+4	3.407131E+2	7.18997843E-3	3.41057686E+2	-1.16266485E+4	-1.10201153E-1
5.599E-2	1.44458863E-1	4.20885786E+0	9.01432686E-1	8.99971504E-1	9.04230092E-1	9.03155114E-1	1.89726698E+0	1.88527953E+0	3.44266861E-1	-1.00719233E+4	3.40623752E+2	7.09873052E-3	3.40968019E+2	-8.15156485E+3	-1.10109905E-1
5.6001E-2	1.43646933E-1	4.20667133E+0	9.02057405E-1	9.00908647E-1	9.04854535E-1	9.04092609E-1	1.89945478E+0	1.88621715E+0	3.42393711E-1	-1.01280247E+4	3.40519496E+2	6.52629364E-3	3.40861889E+2	-9.64816714E+3	-1.09235719E-1
5.6012E-2	1.45926584E-1	4.20417244E+0	9.00495606E-1	8.99346742E-1	9.0391787E-1	9.02842615E-1	1.8966419E+0	1.88402937E+0	3.47896949E-1	-1.02383545E+4	3.40400322E+2	8.24518992E-3	3.40748219E+2	-1.0333647E+4	-1.10954615E-1
5.6023E-2	1.48612201E-1	4.20104882E+0	8.97996727E-1	8.97160076E-1	9.00795655E-1	8.99717631E-1	1.88945343E+0	1.8771535E+0	3.54388271E-1	-1.02401505E+4	3.40251321E+2	1.02707356E-2	3.4060571E+2	-1.29554247E+4	-1.12980161E-1
5.6034E-2	1.50017465E-1	4.19948701E+0	8.98621447E-1	8.97160076E-1	9.01732319E-1	9.00030129E-1	1.89164122E+0	1.87934128E+0	3.57784068E-1	-9.97116358E+3	3.40176806E+2	1.13289327E-2	3.40534591E+2	-6.46536362E+3	-1.13738609E-1
5.6045E-2	1.48674657E-1	4.19698812E+0	9.00495606E-1	8.99659123E-1	9.04230092E-1	9.02530117E-1	1.89757952E+0	1.88496699E+0	3.5465511E-1	-9.97296168E+3	3.40057563E+2	1.03678631E-2	3.40412218E+2	-1.11247705E+4	-1.1277754E-1
5.6056E-2	1.48018867E-1	4.19448923E+0	8.99870886E-1	8.984096E-1	9.02668984E-1	9.01592621E-1	1.8944541E+0	1.88184159E+0	3.53163555E-1	-9.81219266E+3	3.39938295E+2	9.91480933E-3	3.40291459E+2	-1.09781368E+4	-1.12026747E-1
5.6067E-2	1.5092308E-1	4.19292742E+0	8.98309087E-1	8.96535315E-1	9.01107876E-1	9.00030129E-1	1.89132868E+0	1.87809112E+0	3.60136791E-1	-9.65149424E+3	3.3986374E+2	1.20790171E-2	3.40223877E+2	-6.14378615E+3	-1.14190955E-1
5.6078E-2	1.496115E-1	4.19011616E+0	8.98621447E-1	8.97784838E-1	9.02668984E-1	9.00967625E-1	1.89476664E+0	1.88059143E+0	3.57090344E-1	-9.81612742E+3	3.39729517E+2	1.1145531E-2	3.40086608E+2	-1.24790287E+4	-1.13257469E-1
5.6089E-2	1.49580272E-1	4.18824199E+0	8.98933807E-1	8.97784838E-1	9.02356762E-1	9.01280123E-1	1.8944541E+0	1.88152905E+0	3.57070734E-1	-9.81783093E+3	3.39640018E+2	1.114577E-2	3.39997089E+2	-8.13806638E+3	-1.13257708E-1
5.61E-2	1.49892553E-1	4.18605546E+0	8.97372007E-1	8.96222934E-1	9.00171211E-1	8.98780135E-1	1.88914089E+0	1.87684096E+0	3.57880184E-1	-9.87393093E+3	3.39535585E+2	1.14033181E-2	3.39893465E+2	-9.42032709E+3	-1.13219538E-1
5.6111E-2	1.49486588E-1	4.18324421E+0	8.95810208E-1	8.9466103E-1	8.98922325E-1	8.97530142E-1	1.88664055E+0	1.87340302E+0	3.569936E-1	-9.98424812E+3	3.39401286E+2	1.11387807E-2	3.3975828E+2	-1.22895645E+4	-1.12955001E-1
5.6122E-2	1.52515714E-1	4.18074531E+0	8.96747287E-1	8.95910553E-1	9.00483433E-1	8.99092634E-1	1.89132868E+0	1.87809112E+0	3.64300056E-1	-9.98605342E+3	3.39281884E+2	1.34027807E-2	3.39646184E+2	-1.01905589E+4	-1.14925313E-1
5.6133E-2	1.55357471E-1	4.17918351E+0	8.97372007E-1	8.96222934E-1	9.01107876E-1	9.00030129E-1	1.89257885E+0	1.87902874E+0	3.71133357E-1	-9.82517795E+3	3.39207245E+2	1.55158078E-2	3.39578378E+2	-6.16416213E+3	-1.17038341E-1
5.6144E-2	1.56263086E-1	4.17668461E+0	8.95810208E-1	8.9466103E-1	8.98922325E-1	8.9784264E-1	1.88726564E+0	1.87309048E+0	3.73372767E-1	-9.98989833E+3	3.39087802E+2	1.62124584E-2	3.39461175E+2	-1.06548241E+4	-1.17734991E-1
5.6155E-2	1.56169402E-1	4.17449808E+0	8.95810208E-1	8.9497341E-1	8.99234547E-1	8.98155138E-1	1.88757818E+0	1.8740281E+0	3.73216086E-1	-1.00461584E+4	3.3898327E+2	1.61691233E-2	3.39356486E+2	-9.51718094E+3	-1.1740001E-1
5.6166E-2	1.55232559E-1	4.17199919E+0	8.96747287E-1	8.95285791E-1	9.00171211E-1	8.98780135E-1	1.89132868E+0	1.8771535E+0	3.71054183E-1	-1.00480695E+4	3.38863781E+2	1.55088285E-2	3.39234836E+2	-1.10591304E+4	-1.16739715E-1
5.6177E-2	1.55513612E-1	4.16950029E+0	8.95185488E-1	8.94348649E-1	8.99234547E-1	8.9784264E-1	1.88789072E+0	1.8740281E+0	3.71802222E-1	-9.99551162E+3	3.38744268E+2	1.57452101E-2	3.39116071E+2	-1.07968251E+4	-1.16976096E-1
5.6188E-2	1.57574667E-1	4.16731376E+0	8.93311329E-1	8.92474364E-1	8.96736774E-1	8.95342652E-1	1.88163988E+0	1.86777731E+0	3.76796017E-1	-9.94294364E+3	3.38639674E+2	1.7287168E-2	3.3901647E+2	-9.05457814E+3	-1.18228459E-1
5.6199E-2	1.59354669E-1	4.16481487E+0	8.92998969E-1	8.91537221E-1	8.96112331E-1	8.95342652E-1	1.88226496E+0	1.86871492E+0	3.81129428E-1	-9.89057099E+3	3.38520115E+2	1.86249849E-2	3.38901244E+2	-1.04750764E+4	-1.19566276E-1
5.621E-2	1.57918176E-1	4.1629407E+0	8.95810208E-1	8.94036268E-1	8.98922325E-1	8.97530142E-1	1.88820326E+0	1.87496572E+0	3.77753199E-1	-9.7837865E+3	3.38430429E+2	1.75903464E-2	3.38808183E+2	-8.46016633E+3	-1.18531637E-1
5.6221E-2	1.5966695E-1	4.16106653E+0	8.93623688E-1	8.92161983E-1	8.96736774E-1	8.95967649E-1	1.88351513E+0	1.86996508E+0	3.81994028E-1	-9.89452784E+3	3.3834073E+2	1.8897192E-2	3.38722724E+2	-7.76896643E+3	-1.19550949E-1
5.6232E-2	1.6032274E-1	4.15856764E+0	8.92686609E-1	8.9122484E-1	8.96112331E-1	8.94717656E-1	1.88101479E+0	1.86683969E+0	3.83641475E-1	-1.00594997E+4	3.38221109E+2	1.94073529E-2	3.38604751E+2	-1.07248549E+4	-1.20061109E-1
5.6243E-2	1.61946602E-1	4.15575638E+0	8.92998969E-1	8.92161983E-1	8.97048996E-1	8.95655151E-1	1.88414021E+0	1.86996508E+0	3.87615831E-1	-1.02789392E+4	3.38086506E+2	2.0631508E-2	3.38474122E+2	-1.18753261E+4	-1.20999802E-1
5.6254E-2	1.6132204E-1	4.15356985E+0	8.93623688E-1	8.92161983E-1	8.96736774E-1	8.95967649E-1	1.8847653E+0	1.87059016E+0	3.86191117E-1	-1.02808591E+4	3.37981793E+2	2.01973304E-2	3.38367984E+2	-9.64886251E+3	-1.20565624E-1
5.6265E-2	1.63882745E-1	4.1507586E+0	8.91437169E-1	8.90287698E-1	8.94863444E-1	8.94092659E-1	1.88007717E+0	1.86558953E+0	3.924102E-1	-1.03371302E+4	3.37847135E+2	2.21077241E-2	3.38239545E+2	-1.16763102E+4	-1.22476018E-1
5.6276E-2	1.64819588E-1	4.14919679E+0	8.91437169E-1	8.89662936E-1	8.95175666E-1	8.9378016E-1	1.88007717E+0	1.86558953E+0	3.94703567E-1	-1.01758664E+4	3.37772311E+2	2.28119754E-2	3.38167015E+2	-6.5936748E+3	-1.22896888E-1
5.6287E-2	1.64632219E-1	4.14638553E+0	8.92998969E-1	8.91849602E-1	8.97361217E-1	8.95655151E-1	1.88601547E+0	1.8709027E+0	3.94346578E-1	-1.01778949E+4	3.37637604E+2	2.27049832E-2	3.3803195E+2	-1.2278559E+4	-1.22789895E-1
5.6298E-2	1.66037484E-1	4.144199E+0	8.91124809E-1	8.90287698E-1	8.95487888E-1	8.9378016E-1	1.88101479E+0	1.86683969E+0	3.97783348E-1	-1.00165742E+4	3.3753281E+2	2.3758746E-2	3.37930593E+2	-9.21428301E+3	-1.23843658E-1
5.6309E-2	1.67536434E-1	4.14201247E+0	8.9050009E-1	8.89038174E-1	8.94239001E-1	8.92530166E-1	1.87851446E+0	1.86340175E+0	4.01445758E-1	-1.00184997E+4	3.37427997E+2	2.48804314E-2	3.37829443E+2	-9.19549315E+3	-1.24684054E-1
5.632E-2	1.68192224E-1	4.13951358E+0	8.9050009E-1	8.89350555E-1	8.94863444E-1	8.93467662E-1	1.88101479E+0	1.86621461E+0	4.03099889E-1	-9.96592167E+3	3.37308188E+2	2.53870719E-2	3.37711288E+2	-1.07413807E+4	-1.25190694E-1
5.6331E-2	1.69316436E-1	4.13732705E+0	8.91124809E-1	8.89975317E-1	8.95175666E-1	8.9378016E-1	1.88195242E+0	1.86683969E+0	4.05866712E-1	-9.96774661E+3	3.37203334E+2	2.62330823E-2	3.37609201E+2	-9.28060545E+3	-1.26036705E-1
5.6342E-2	1.6941012E-1	4.13514051E+0	8.8925065E-1	8.88101032E-1	8.93302337E-1	8.92217668E-1	1.87726429E+0	1.86308921E+0	4.06164693E-1	-9.86072811E+3	3.37098462E+2	2.63242359E-2	3.37504627E+2	-9.50677148E+3	-1.2584867E-1
5.6353E-2	1.7156486E-1	4.13264162E+0	8.86127051E-1	8.84664842E-1	8.90180121E-1	8.88467687E-1	1.87132599E+0	1.85527572E+0	4.11414003E-1	-9.91709069E+3	3.36978584E+2	2.79266028E-2	3.37389998E+2	-1.04207453E+4	-1.27451037E-1
5.6364E-2	1.72033282E-1	4.13076745E+0	8.8987537E-1	8.89038174E-1	8.94551223E-1	8.93155163E-1	1.88195242E+0	1.86558953E+0	4.1260092E-1	-9.86447474E+3	3.3688866E+2	2.82881434E-2	3.37301261E+2	-8.06704592E+3	-1.27812578E-1
5.6375E-2	1.73282406E-1	4.12826856E+0	8.8956301E-1	8.88101032E-1	8.93302337E-1	8.9190517E-1	1.87788937E+0	1.86308921E+0	4.15681769E-1	-9.92085911E+3	3.36768739E+2	2.92265393E-2	3.37184421E+2	-1.06218286E+4	-1.28473898E-1
5.6386E-2	1.75686971E-1	4.12608203E+0	8.87688851E-1	8.86539127E-1	8.91429007E-1	8.90342677E-1	1.87382633E+0	1.85933873E+0	4.21524287E-1	-9.92268916E+3	3.36663788E+2	3.1005661E-2	3.37085312E+2	-9.00988276E+3	-1.30253019E-1
5.6397E-2	1.76124165E-1	4.12358313E+0	8.8862593E-1	8.87163889E-1	8.92365672E-1	8.91592671E-1	1.87757683E+0	1.86215159E+0	4.22660421E-1	-9.97909691E+3	3.3654382E+2	3.13492022E-2	3.36966481E+2	-1.08028582E+4	-1.30321607E-1
5.6408E-2	1.77061008E-1	4.1213966E+0	8.8862593E-1	8.87163889E-1	8.92677893E-1	8.91592671E-1	1.87757683E+0	1.86215159E+0	4.24984888E-1	-9.87185762E+3	3.36438828E+2	3.20544232E-2	3.36863813E+2	-9.33341544E+3	-1.31026828E-1
5.6419E-2	1.77810483E-1	4.11921007E+0	8.85814691E-1	8.84664842E-1	8.89867899E-1	8.88780185E-1	1.87070091E+0	1.85496318E+0	4.26860563E-1	-9.92828877E+3	3.36333817E+2	3.26224173E-2	3.36760678E+2	-9.37594749E+3	-1.31594822E-1
5.643E-2	1.77373289E-1	4.11702354E+0	8.85502332E-1	8.84664842E-1	8.90180121E-1	8.88780185E-1	1.87101345E+0	1.85465064E+0	4.25888689E-1	-9.87561836E+3	3.36228787E+2	3.23239303E-2	3.36654676E+2	-9.63654933E+3	-1.31023513E-1
5.6441E-2	1.76655043E-1	4.11452465E+0	8.87688851E-1	8.86226747E-1	8.92365672E-1	8.90967674E-1	1.87695175E+0	1.86058889E+0	4.24252772E-1	-9.93207138E+3	3.36108729E+2	3.18235269E-2	3.36532982E+2	-1.10630691E+4	-1.3052311E-1
